site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,"This is a ""must"" visit when you are in Lalibela; it is isolated from other churches and is the most majestic","While the Church of St. George is remarkable, it is also to date not covered by a modern shelter. It is a symmetrical cruciform shape about 15 meters in height (depth). They are currently building (or rebuilding and refurbishing) a ""viewing"" site on the hill...More","October 29, 2015",sue o,NA,"West Chicago, Illinois"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,"Must see in Ethiopia, guide highly recommended","This is one of the most beautiful sites we visited in out trip in Ethiopia. Full of amazing architecture and cultural significance.
A guide is a MUST here, without one you will miss out on many things that make this site so amazing. We traveled...More","October 26, 2015",guy h,NA,"Tel Aviv, Israel"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,Breath taking UNESCO World Heritage Site,"For all other World Heritage site, they are all above ground. You look for them from far far away. Churches of Lalibela are underground, to me, they are 3 different group, north clusters, south clusters and St George. It is very unfortunate that, the shelter...More","October 18, 2015",Beefballangus,NA,"Hong Kong, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,Superb,"The feeling of peace is overwhelming and the history in these churches is amazing. Our tour guide, Alayew Abey (Alex) was great and well worth the fee. We didn't want a long detailed tour, we were more interested in the Coles notes version and wanted...More","October 15, 2015",MSmith779,NA,"Sudbury, ON"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,The best church in Lalibela,Definetly my favorite. This church has a presence I found lacking in the others. The view as you approach is probably the best and most famous but it was all great.,"October 14, 2015",Steve P,NA,"Flagstaff, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Nice but not a mini Petra,"I suppose I expected more, something along the lines of a Petra. Fairly crude workmanship on mostly small buildings. Impressive for being carved from solid rock.","October 14, 2015",Steve P,NA,"Flagstaff, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Beautiful,Definetly a must see - including all 11 rock hewn churches. Only really need one day to see all 11 but may be nice to add a second day to hike up to the mountain rock churches. Very interesting. A guide is a must.,"October 14, 2015",Sarah P,NA,"Berlin, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,A rip off,"As a structure Lailbela is a miracle. Rock hewn and very old. The Ethiopians however make it a cash cow (us 50! whil 20% of the churches were closed for renovation) and don' t maintain at all! They pray, and more: sleep in the churches,...More","October 12, 2015",Eric S,NA,Voorburg
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,"Step back in time, amazing architecture!","I wasn't too sure what to expect of Lalibela, given that I'm not religious. However I really enjoyed my two days here. I'm not Christian but was fascinated by the design and enginuity that went into building these 900 year old churches that have been...More","October 11, 2015",naomit123,NA,"Manchester, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Seeing is believing,"No matter how where ever you are and what ever tyou are. The magnificent or the incredible monolithic churches are your first choose. If you need a guide this would have to be your best contact
Dessiew Abunie Dejenie
Tell, +251(0) 920009100 tour.Guideda@gmail.com
Lalibela, Ethiopia","October 8, 2015",Dessiew A,via mobile ,Ethiopia
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Wow,It's hard not to fall into hyperbole when talking about these churches. They're amazing. And need to be seen. Carved out of the earth and standing the test of time these are a true world treasure. If they were in Europe or China these would...More,"October 7, 2015",Touristasaurus,NA,"Westwood, New Jersey"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Amazing,The churches of Lalibela are one of the world's greatest treasures. I'm torn about talking about how amazing they are because tourist wise it's pretty sparse and it's sort of like discovering something amazing and having it all to yourself. It's also still a working...More,"October 7, 2015",Touristasaurus,NA,"Westwood, New Jersey"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,must to go,"we met a professional tour guide his name is Daniel (+251911054296), he took as to the churches, he explained about the churches and some stories. trip with him is a nice experience","October 6, 2015",Astar H,via mobile ,Israel
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Chiseled excellence and mastery,"Do it! I stayed two days here and had a blast!!! There were still churches I didn't get a chance to see, and if I get a chance to go back, I will definitely hit this place up again. Worth every penny of the foreigner...More","October 4, 2015",Kathleen T,NA,"Durham, North Carolina"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",37,Spectacular isn't enough to describe this place!,"This place is amazing, and I can't recommend more paying the $30 to go and see all of the churches. I still can't get over how they dug into the ground and chiseled their way into the church. This is truly a work of wonder...More","October 4, 2015",Kathleen T,NA,"Durham, North Carolina"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,Much more than just old churches,The magic of this place arises not only from the very unusual way they were actually carved from the rock instead of being built in an ordinary way. What really makes this place special is the people that are still using these churches extensively for...More,"October 2, 2015",Gkrauss,NA,"Frankfurt, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,WOW,"Fantastic almost unbelieveable sunken rock-hewn church. A MUST. Take care, as very dusty/spliiery underfoot at the top of the church.","September 30, 2015",catme,NA,nottm
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,"Church in Lalibela, Ethiopia",Wonder of the World. I knew about this church since my childhood and now I saw it in reality and I am happy.,"September 29, 2015",Almaw Y,NA,"Los Angeles, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,"If you only see one church in Lalibela, let this one be it!",The most beautiful and photogenic church in Lalibela. Lacking the ugly covering that other churches have. Go when it's less busy so that your photos don't have people in them.,"September 27, 2015",Kara256,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,worth seeing,spectacular monument of a very christian country. comfy hotels available and all walkable. flew from addis for a weekend and was glad to have seen it.,"September 24, 2015",dan w,NA,london
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,Amazing and unforgettable,The maze of rock-hewn churches in Lalibela is amazing!! Go there during the Orthodox Christmas to see the peregrines and the Christmas mass service. It's overcrowded but well worth the experience. A must in any trip to Ethiopia.,"September 24, 2015",fufaita,NA,"Zaragoza, Spain"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,My fovourity church in Lalibela,our fouvourity church in lalibela which is very amazing we recomand you to vist agin in afternoon with the sun sit.,"September 21, 2015",Jackey l,NA,Singapore
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,Watch out for rip off,The admission charge of $50 per person is hard to justify. The site closes from 12 to 2 we were not told this until after we arrived with our prebooked guide at 11 am. I don't know if it was the time constraints that impacted...More,"September 19, 2015",Nureman,via mobile ,dublin
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,amazing,Amazing piece of architecture. It has to be seen to believe it. I visited the church in 2015 and amazed to know the history,"September 17, 2015",vishesh,NA,"High Level, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",38,Astonishing and Thought Provoking....,Being in Lalibela was the highlight of my time in Ethiopia. We spent the day exploring the rock-hewn churches.. I was most excited to see St George. It is really amazing to see what people have created in the name of God... No trip to...More,"September 13, 2015",smccl222,NA,"New York City, New York"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",39,Awe inspiring underground churches,"Just amazing, cannot describe the magic of the place and incredible underground churches. It is a journey to reach them, but you will find yourself in a wondrous landscape imagining the skill and initiative behind these structures.","September 11, 2015",13oyster,NA,"Vancouver, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",39,"The 8 wonder of the world ,Stone talk a lot.","Lalibela The last stop will be in the route is Lalibela ,642 km from Addis Ababa ,with good hotels and with daily flights by Ethiopian Airlines.Though not much more than a village now.Lalibela is internationally –renowned for its rock-hewn churches which are sometimes called the...More","September 11, 2015",AberaW,NA,"Washington DC, District of Columbia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",39,Among the Believers...,"At predawn, the remarkable hewn churches of Lalibela are alive with worship - liturgies that bridge early Christianity with its ancient Judaic roots. St. Paul would have been comfortable praying here. Perhaps Jesus as well. Do not leave your guide to chance. Personally, I enthusiastically...More","September 11, 2015",HenryTen,NA,San Francisco
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",39,Great Experience - Great Guide!,"I just returned from a 10 day trip in Ethiopia, 2.5 days of which were spent in Lalibela. I had an incredible experience exploring the churches, particularly because my guide - Kassa Zemene - was great. He was knowledgeable and professional, welcome qualities since I...More","September 7, 2015",330amanda,NA,"Washington DC, District of Columbia"
